Year,Week,Home Team,Away Team
2023,6,Chiefs,Broncos
2023,6,Titans,Ravens
2023,6,Falcons,Washington
2023,6,Bears,Vikings
2023,6,Bengals,Seahawks
2023,6,Browns,49ers
2023,6,Dolphins,Panthers
2023,6,Jaguars,Colts
2023,6,Texans,Saints
2023,6,Raiders,Patriots
2023,6,Buccaneers,Lions
2023,6,Rams,Cardinals
2023,6,Jets,Eagles
2023,6,Bills,Giants
2023,6,Chargers,Cowboys
