Year,Week,Home Team,Away Team
2020,10,Titans,Colts
2020,10,Giants,Eagles
2020,10,Packers,Jaguars
2020,10,Lions,Washington
2020,10,Browns,Texans
2020,10,Panthers,Buccaneers
2020,10,Dolphins,Chargers
2020,10,Raiders,Broncos
2020,10,Cardinals,Bills
2020,10,Steelers,Bengals
2020,10,Saints,49ers
2020,10,Rams,Seahawks
2020,10,Patriots,Ravens
2020,10,Bears,Vikings
