Year,Week,Home Team,Away Team
2020,6,Patriots,Broncos
2020,6,Titans,Texans
2020,6,Steelers,Browns
2020,6,Eagles,Ravens
2020,6,Giants,Washington
2020,6,Vikings,Falcons
2020,6,Jaguars,Lions
2020,6,Colts,Bengals
2020,6,Panthers,Bears
2020,6,Dolphins,Jets
2020,6,Buccaneers,Packers
2020,6,49ers,Rams
2020,6,Bills,Chiefs
2020,6,Cowboys,Cardinals
