Year,Week,Home Team,Away Team
2020,17,Buccaneers,Falcons
2020,17,Giants,Cowboys
2020,17,Patriots,Jets
2020,17,Lions,Vikings
2020,17,Browns,Steelers
2020,17,Bengals,Ravens
2020,17,Bills,Dolphins
2020,17,Colts,Jaguars
2020,17,Texans,Titans
2020,17,Chiefs,Chargers
2020,17,Bears,Packers
2020,17,Panthers,Saints
2020,17,49ers,Seahawks
2020,17,Rams,Cardinals
2020,17,Broncos,Raiders
2020,17,Eagles,Washington
