Year,Week,Home Team,Away Team
2020,1,Chiefs,Texans
2020,1,Washington,Eagles
2020,1,Patriots,Dolphins
2020,1,Vikings,Packers
2020,1,Jaguars,Colts
2020,1,Lions,Bears
2020,1,Panthers,Raiders
2020,1,Bills,Jets
2020,1,Ravens,Browns
2020,1,Falcons,Seahawks
2020,1,Bengals,Chargers
2020,1,49ers,Cardinals
2020,1,Saints,Buccaneers
2020,1,Rams,Cowboys
2020,1,Giants,Steelers
2020,1,Broncos,Titans
