Year,Week,Home Team,Away Team
2020,8,Panthers,Falcons
2020,8,Ravens,Steelers
2020,8,Dolphins,Rams
2020,8,Chiefs,Jets
2020,8,Packers,Vikings
2020,8,Lions,Colts
2020,8,Browns,Raiders
2020,8,Bengals,Titans
2020,8,Bills,Patriots
2020,8,Broncos,Chargers
2020,8,Seahawks,49ers
2020,8,Bears,Saints
2020,8,Eagles,Cowboys
2020,8,Giants,Buccaneers
