Year,Week,Home Team,Away Team
2022,18,Raiders,Chiefs
2022,18,Jaguars,Titans
2022,18,Falcons,Buccaneers
2022,18,Bills,Patriots
2022,18,Bears,Vikings
2022,18,Bengals,Ravens
2022,18,Colts,Texans
2022,18,Dolphins,Jets
2022,18,Saints,Panthers
2022,18,Steelers,Browns
2022,18,Broncos,Chargers
2022,18,Eagles,Giants
2022,18,49ers,Cardinals
2022,18,Seahawks,Rams
2022,18,Washington,Cowboys
2022,18,Packers,Lions
