Year,Week,Home Team,Away Team
2019,16,Buccaneers,Texans
2019,16,Patriots,Bills
2019,16,49ers,Rams
2019,16,Washington,Giants
2019,16,Titans,Saints
2019,16,Jets,Steelers
2019,16,Falcons,Jaguars
2019,16,Browns,Ravens
2019,16,Colts,Panthers
2019,16,Dolphins,Bengals
2019,16,Broncos,Lions
2019,16,Chargers,Raiders
2019,16,Seahawks,Cardinals
2019,16,Eagles,Cowboys
2019,16,Bears,Chiefs
2019,16,Vikings,Packers
