Year,Week,Home Team,Away Team
2019,8,Vikings,Washington
2019,8,Falcons,Seahawks
2019,8,Titans,Buccaneers
2019,8,Saints,Cardinals
2019,8,Rams,Bengals
2019,8,Jaguars,Jets
2019,8,Bills,Eagles
2019,8,Bears,Chargers
2019,8,Lions,Giants
2019,8,Texans,Raiders
2019,8,49ers,Panthers
2019,8,Patriots,Browns
2019,8,Colts,Broncos
2019,8,Chiefs,Packers
2019,8,Steelers,Dolphins
