Year,Week,Home Team,Away Team
2019,9,Cardinals,49ers
2019,9,Jaguars,Texans
2019,9,Eagles,Bears
2019,9,Steelers,Colts
2019,9,Dolphins,Jets
2019,9,Chiefs,Vikings
2019,9,Panthers,Titans
2019,9,Bills,Washington
2019,9,Seahawks,Buccaneers
2019,9,Raiders,Lions
2019,9,Chargers,Packers
2019,9,Broncos,Browns
2019,9,Ravens,Patriots
2019,9,Giants,Cowboys
