Year,Week,Home Team,Away Team
2022,1,Rams,Bills
2022,1,Falcons,Saints
2022,1,Bears,49ers
2022,1,Bengals,Steelers
2022,1,Lions,Eagles
2022,1,Dolphins,Patriots
2022,1,Jets,Ravens
2022,1,Washington,Jaguars
2022,1,Panthers,Browns
2022,1,Texans,Colts
2022,1,Titans,Giants
2022,1,Vikings,Packers
2022,1,Cardinals,Chiefs
2022,1,Chargers,Raiders
2022,1,Cowboys,Buccaneers
2022,1,Seahawks,Broncos
