Year,Week,Home Team,Away Team
2022,11,Packers,Titans
2022,11,Falcons,Bears
2022,11,Bills,Browns
2022,11,Colts,Eagles
2022,11,Patriots,Jets
2022,11,Saints,Rams
2022,11,Giants,Lions
2022,11,Ravens,Panthers
2022,11,Texans,Washington
2022,11,Broncos,Raiders
2022,11,Vikings,Cowboys
2022,11,Chargers,Chiefs
2022,11,Steelers,Bengals
2022,11,Cardinals,49ers
