Year,Week,Home Team,Away Team
2023,13,Cowboys,Seahawks
2023,13,Titans,Colts
2023,13,Patriots,Chargers
2023,13,Saints,Lions
2023,13,Jets,Falcons
2023,13,Steelers,Cardinals
2023,13,Buccaneers,Panthers
2023,13,Washington,Dolphins
2023,13,Texans,Broncos
2023,13,Rams,Browns
2023,13,Eagles,49ers
2023,13,Packers,Chiefs
2023,13,Jaguars,Bengals
