Year,Week,Home Team,Away Team
2023,2,Eagles,Vikings
2023,2,Falcons,Packers
2023,2,Bills,Raiders
2023,2,Bengals,Ravens
2023,2,Lions,Seahawks
2023,2,Titans,Chargers
2023,2,Buccaneers,Bears
2023,2,Jaguars,Chiefs
2023,2,Texans,Colts
2023,2,Rams,49ers
2023,2,Cardinals,Giants
2023,2,Cowboys,Jets
2023,2,Broncos,Washington
2023,2,Patriots,Dolphins
2023,2,Panthers,Saints
2023,2,Steelers,Browns
