Year,Week,Home Team,Away Team
2023,15,Raiders,Chargers
2023,15,Bengals,Vikings
2023,15,Browns,Bears
2023,15,Lions,Broncos
2023,15,Colts,Steelers
2023,15,Panthers,Falcons
2023,15,Packers,Buccaneers
2023,15,Titans,Texans
2023,15,Dolphins,Jets
2023,15,Saints,Giants
2023,15,Rams,Washington
2023,15,Cardinals,49ers
2023,15,Bills,Cowboys
2023,15,Seahawks,Eagles
2023,15,Jaguars,Ravens
2023,15,Patriots,Chiefs
