Year,Week,Home Team,Away Team
2021,13,Saints,Cowboys
2021,13,Falcons,Buccaneers
2021,13,Bears,Cardinals
2021,13,Bengals,Chargers
2021,13,Lions,Vikings
2021,13,Chiefs,Broncos
2021,13,Dolphins,Giants
2021,13,Jets,Eagles
2021,13,Texans,Colts
2021,13,Raiders,Washington
2021,13,Rams,Jaguars
2021,13,Steelers,Ravens
2021,13,Seahawks,49ers
2021,13,Bills,Patriots
