Year,Week,Home Team,Away Team
2021,9,Colts,Jets
2021,9,Bengals,Browns
2021,9,Cowboys,Broncos
2021,9,Dolphins,Texans
2021,9,Saints,Falcons
2021,9,Giants,Raiders
2021,9,Jaguars,Bills
2021,9,Ravens,Vikings
2021,9,Panthers,Patriots
2021,9,Eagles,Chargers
2021,9,Chiefs,Packers
2021,9,49ers,Cardinals
2021,9,Rams,Titans
2021,9,Steelers,Bears
