Year,Week,Home Team,Away Team
2021,18,Broncos,Chiefs
2021,18,Eagles,Cowboys
2021,18,Browns,Bengals
2021,18,Lions,Packers
2021,18,Vikings,Bears
2021,18,Giants,Washington
2021,18,Jaguars,Colts
2021,18,Ravens,Steelers
2021,18,Texans,Titans
2021,18,Falcons,Saints
2021,18,Bills,Jets
2021,18,Dolphins,Patriots
2021,18,Buccaneers,Panthers
2021,18,Rams,49ers
2021,18,Cardinals,Seahawks
2021,18,Raiders,Chargers
