Year,Week,Home Team,Away Team
2021,8,Cardinals,Packers
2021,8,Falcons,Panthers
2021,8,Bills,Dolphins
2021,8,Bears,49ers
2021,8,Browns,Steelers
2021,8,Lions,Eagles
2021,8,Colts,Titans
2021,8,Jets,Bengals
2021,8,Texans,Rams
2021,8,Chargers,Patriots
2021,8,Seahawks,Jaguars
2021,8,Broncos,Washington
2021,8,Saints,Buccaneers
2021,8,Vikings,Cowboys
2021,8,Chiefs,Giants
