Year,Week,Home Team,Away Team
2018,6,Giants,Eagles
2018,6,Falcons,Buccaneers
2018,6,Washington,Panthers
2018,6,Jets,Colts
2018,6,Vikings,Cardinals
2018,6,Bengals,Steelers
2018,6,Browns,Chargers
2018,6,Texans,Bills
2018,6,Dolphins,Bears
2018,6,Raiders,Seahawks
2018,6,Broncos,Rams
2018,6,Titans,Ravens
2018,6,Cowboys,Jaguars
2018,6,Patriots,Chiefs
2018,6,Packers,49ers
