Year,Week,Home Team,Away Team
2017,8,Ravens,Dolphins
2017,8,Browns,Vikings
2017,8,Jets,Falcons
2017,8,Buccaneers,Panthers
2017,8,Eagles,49ers
2017,8,Saints,Bears
2017,8,Patriots,Chargers
2017,8,Bills,Raiders
2017,8,Bengals,Colts
2017,8,Seahawks,Texans
2017,8,Washington,Cowboys
2017,8,Lions,Steelers
2017,8,Chiefs,Broncos
